year;month;temp;prec
1989;7;18,1;62,8755004585001
1989;8;17,2;46,9116293553172
1989;9;13,8;36,8462300278082
1989;10;9,8;62,9364771900667
1989;11;1,9;44,5669000347508
1989;12;1,9;69,8325955659724
1990;1;1,5;21,9964816139061
1990;2;5,4;112,265011762291
1990;3;6,3;26,4065201275573
1990;4;6,9;32,7937530577638
1990;5;14,1;33,3767827693547
1990;6;15,2;101,694491125158
1990;7;16,7;32,4782043604449
1990;8;18,3;38,7158013756053
1990;9;11,6;79,9902454447077
1990;10;9,6;64,564906928351
1990;11;4;86,193792493222
1990;12;-0,4;44,3330753927967
1991;1;0,9;25,6179399784843
1991;2;-2,6;19,4669258342843
1991;3;6,1;30,9086668858222
1991;4;6,7;17,0218990011792
1991;5;9,3;48,491981619363
1991;6;13,7;121,350603642335
1991;7;19,2;34,9300493241158
1991;8;18,7;25,4264153310440
1991;9;14,8;49,8788894382015
1991;10;7,1;13,3528127727053
1991;11;3,3;60,4616088196851
1991;12;-0,4;61,4773899580407
1992;1;0,1;21,9953856482889
1992;2;1,7;32,0660248032521
1992;3;4,6;92,2628802600113
1992;4;7,8;28,6938133766686
1992;5;14,9;17,8433063633201
1992;6;16,2;129,720690386538
1992;7;18,3;83,846553369711
1992;8;19,8;43,438589548459
1992;9;13,2;33,9902130516544
1992;10;6,3;68,3072006500283
1992;11;5,5;76,9247464933258
1992;12;0,6;33,1103451932691
1993;1;2,8;48,8175458432974
1993;2;-1,6;25,078398049915
1993;3;3,6;23,0804261033088
1993;4;11;27,9608522066175
1993;5;14,6;47,6474649332578
1993;6;16,1;70,5938133766685
1993;7;16,7;108,072872134657
1993;8;16,6;45,6164293534505
1993;9;12,6;50,6145037632068
1993;10;7,4;80,2628802600113
1993;11;0,2;29,9953856482889
1993;12;3,4;159,654768046436
1994;1;2,5;62,2185598699943
1994;2;0,7;38,2536515565892
1994;3;7;59,815973571677
1994;4;7,6;116,591124615201
1994;5;12,9;58,9974137016827
1994;6;16,7;60,4104476564192
1994;7;21,3;45,7334169518244
1994;8;18,1;71,561410451541
1994;9;13,5;41,8958414300623
1994;10;7,2;36,3566936366799
1994;11;7,5;43,9051725966346
1994;12;3,5;66,9077588949518
1995;1;-0,7;101,4
1995;2;4,6;37,1361057132918
1995;3;2,9;98,7484789599547
1995;4;9,1;28,3020280533938
1995;5;12,2;88,6293608450368
1995;6;14,2;106,380277710986
1995;7;20,4;75,1021305165439
1995;8;17,8;87,563540968085
1995;9;12,1;96,7623220150878
1995;10;11,9;27,6989859733031
1995;11;2,1;54,6175458432974
1995;12;-0,8;55,194371621592
1996;1;-2,8;59,6203236874497
1996;2;-1,7;67,7940221112732
1996;3;1,6;24,1796299385573
1996;4;8,3;42,9948914334608
1996;5;11,5;88,3954798761284
1996;6;16,3;36,7143481024807
1996;7;16;145,777942268142
1996;8;16,8;83,7355474683683
1996;9;10,7;38,6464509065609
1996;10;9,3;74,2350916865949
1996;11;4,4;63,5696251282663
1996;12;-2,8;39,1484789599547
1997;1;-3,2;21,8138640997114
1997;2;4,1;99,0620235767511
1997;3;6,5;52,3946438436756
1997;4;6,6;31,5247793120286
1997;5;13,1;28,0729750703916
1997;6;15,7;93,414651491235
1997;7;16,6;91,495819888597
1997;8;19,5;23,6550948284247
1997;9;13,7;19,7432796533826
1997;10;7,4;61,8225268678093
1997;11;3,9;29,9782343491001
1997;12;1,9;72,319580352122
1998;1;1,8;43,1876541566656
1998;2;3,4;16,0949243268949
1998;3;5,1;69,7592366291885
1998;4;9;53,2287972600192
1998;5;14,1;35,1546535912273
1998;6;17,2;67,0336301406626
1998;7;16,9;37,5214450513063
1998;8;17,7;44,7021026943225
1998;9;13;115,932305308117
1998;10;9,2;202,105737640692
1998;11;1,4;70,1846951735528
1998;12;1;29,7098610447630
1999;1;2,1;65,1674899864797
1999;2;-0,7;68,3053308790825
1999;3;5,4;51,9131441850296
1999;4;9;56,2010010177827
1999;5;14,3;99,9079140835142
1999;6;15,2;72,1807708880088
1999;7;18,8;71,999637189816
1999;8;17,4;71,7644175347934
1999;9;16,4;38,5530057873812
1999;10;8,5;23,9019886058673
1999;11;2,6;69,6949243268949
1999;12;1,4;109,261423733701
2000;1;0,2;39,1198786660622
2000;2;3,7;68,7389295357453
2000;3;5,3;79,2602623043315
2000;4;10;15,0175929321081
2000;5;14,9;63,9156307893361
2000;6;18,2;20,8629173327181
2000;7;15,5;108,174106201615
2000;8;18,5;46,648040933652
2000;9;13,8;72,2108219461714
2000;10;10,2;45,2537010447026
2000;11;5,8;42,7923519029637
2000;12;2,7;34,0734064893611
2001;1;1;63,7212489782774
2001;2;2,6;56,012583218591
2001;3;5,6;140,942250143189
2001;4;7;70,0258376570247
2001;5;15,2;31,0055355844859
2001;6;14,6;73,646472176701
2001;7;18,6;60,4308960653808
2001;8;19,1;34,0859323807387
2001;9;11,4;112,940575876247
2001;10;12,4;55,9122059116656
2001;11;2,5;105,404810029018
2001;12;-1,1;82,8097980767635
2002;1;-0,1;24,5896112785332
2002;2;4,9;120,681749843719
2002;3;5,4;78,58763807777
